Бренд	Цена	Старая цена	Цвет	Тип	Сезон	Коллекция	Материал верха основной	Материал подкладки основной	Материал подкладки дополнительный	Материал стельки	Материал подошвы	Перфорация	Тип застежки	Высота каблука (мм)	Высота верха обуви (мм)	Полнота	Пол
BRIGGS	6999	9999	Черный	Кроссовки	Демисезон	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Нет	Шнурки	35	90	6	Муж.
BRIGGS	4799	11999	Черный	Кеды высокие	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Декоративная	Шнурки	35	110	6	Муж.
BRIGGS	5199	12999	Белый	Кеды высокие	Весна-осень	Осень-Зима 2024-2025	Кожа из спилка	Текстиль	Unknown	Текстиль	Резина	Декоративная	Шнурки	35	110	6	Муж.
Thomas Munz	10199	16999	Черный	Кеды высокие	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	40	125	6	Муж.
LUMBERJACK	3999	9990	Хаки	Кроссовки	Демисезон	Осень-Зима 2024-2025	Текстиль	Текстиль	Unknown	Текстиль	ЭВА	Нет	Шнурки	45	65	6	Муж.
SALAMANDER	9090	12990	Белый	Кеды	Межсезон	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Шевро	Резина	Декоративная	Велькро	47	65	6	Муж.
LUMBERJACK	3199	7990	Черный	Кеды	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Искуcственная шерсть	Unknown	Искуcственная шерсть	Каучук	Нет	Шнурки	30	70	6	Муж.
Rieker	7950	7950	Черный	Кеды	Зима	Осень-Зима 2024-2025	Искусственная кожа	Искуcственная шерсть	Unknown	Войлок	Резина	Unknown	Молния/Шнурки	30	90	7	Муж.
BRIGGS	10199	16999	Белый	Кеды	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	110	6	Муж.
SALAMANDER	10790	17990	Коричневый	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Спилок	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Шнурки	40	95	6	Муж.
SALAMANDER	10790	17990	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Спилок	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Шнурки	40	95	6	Муж.
SALAMANDER	10790	17990	Коричневый	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	32	85	6	Муж.
SALAMANDER	8390	13990	Коричневый	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	40	65	6	Муж.
SALAMANDER	10790	17990	Серый	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	95	6	Муж.
SALAMANDER	10790	17990	Хаки	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	95	6	Муж.
SALAMANDER	10190	16990	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	90	6	Муж.
SALAMANDER	9590	15990	Синий	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Нубук	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	100	6	Муж.
SALAMANDER	9590	15990	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Нубук	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	40	100	6	Муж.
SALAMANDER	8990	14990	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральный мех	Unknown	Натуральный мех	ТЭП	Декоративная	Шнурки	29	65	6	Муж.
SALAMANDER	8990	14990	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральный мех	Unknown	Натуральный мех	ТЭП	Декоративная	Шнурки	29	65	6	Муж.
SALAMANDER	10190	16990	Черный	Кеды высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	31	110	6	Муж.
Rieker	6950	9950	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Искусственная кожа	Натуральная шерсть	Unknown	Текстиль	Резина	Unknown	Шнурки	36	80	7	Муж.
Rieker	6950	9950	Коричневый	Кеды	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Войлок	Резина	Unknown	Молния/Шнурки	32	115	7	Муж.
SALAMANDER	4190	13990	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Ворсин	Unknown	Ворсин	ЭВА	Нет	Шнурки	40	60	6	Муж.
SALAMANDER	4990	14990	Синий	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Молния/Шнурки	32	100	6	Муж.
SALAMANDER	4490	14990	Коричневый	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Текстиль	ТЭП	Нет	Молния/Шнурки	32	100	6	Муж.
SALAMANDER	10190	16990	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	КРС	Натуральная шерсть	ТЭП	Декоративная	Шнурки	40	100	6	Муж.
SALAMANDER	10190	16990	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	КРС	Натуральная шерсть	ТЭП	Нет	Шнурки	40	100	6	Муж.
SALAMANDER	11490	16990	Синий	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Нубук	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Декоративная	Молния/Шнурки	40	110	6	Муж.
SALAMANDER	6799	16990	Хаки	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Нубук	Текстиль	Unknown	Шевро	Резина	Декоративная	Шнурки	40	95	6	Муж.
SALAMANDER	5390	17990	Синий	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Нубук	Текстиль	Unknown	Шевро	ТЭП	Нет	Шнурки	40	105	6	Муж.
SALAMANDER	6799	16990	Серый	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Нубук	Текстиль	Шевро	Шевро	ТЭП	Нет	Шнурки	40	85	6	Муж.
SALAMANDER	6799	16990	Коричневый	Кроссовки высокие	Весна-осень	Осень-Зима 2024-2025	Нубук	Текстиль	Unknown	Шевро	Резина	Декоративная	Шнурки	40	95	6	Муж.
BRIGGS	10199	16999	Коричневый	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	35	105	6	Муж.
BRIGGS	10199	16999	Хаки	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	35	105	6	Муж.
BRIGGS	10199	16999	Коричневый	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	40	125	6	Муж.
BRIGGS	8399	13999	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральный мех	Unknown	Натуральный мех	Резина	Нет	Шнурки	35	85	6	Муж.
Thomas Munz	8999	14999	Коричневый	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	35	110	6	Муж.
BRIGGS	9599	15999	Синий	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральный мех	Unknown	Натуральный мех	ТЭП	Нет	Шнурки	35	90	6	Муж.
BRIGGS	8999	14999	Коричневый	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	30	115	6	Муж.
Thomas Munz	8999	14999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	35	110	6	Муж.
BRIGGS	8999	14999	Синий	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	Резина	Нет	Молния/Шнурки	30	105	6	Муж.
Thomas Munz	8999	14999	Коричневый	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Декоративная	Молния/Шнурки	30	110	6	Муж.
BRIGGS	8399	13999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральный мех	Unknown	Натуральный мех	Резина	Нет	Шнурки	35	85	6	Муж.
Thomas Munz	7799	12999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Декоративная	Молния/Шнурки	35	85	6	Муж.
BRIGGS	9599	15999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральный мех	Unknown	Натуральный мех	ТЭП	Нет	Шнурки	35	90	6	Муж.
Thomas Munz	8999	14999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	34	100	6	Муж.
Rieker	11450	11450	Черный	Кеды	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Текстиль	Натуральная шерсть	Резина	Нет	Шнурки/Молния	25	Unknown	7	Муж.
BRIGGS	10199	16999	Серый	Кеды	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	110	6	Муж.
BRIGGS	10199	16999	Черный	Кроссовки	Зима	Осень-Зима 2024-2025	Натуральная кожа	Искусственный мех	Unknown	Искусственный мех	ТЭП	Нет	Шнурки	40	125	6	Муж.
BRIGGS	10199	16999	Черный	Кеды	Зима	Осень-Зима 2024-2025	Натуральная кожа	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Шнурки	35	110	6	Муж.
Rieker	6950	9950	Синий	Кроссовки	Демисезон	Осень-Зима 2024-2025	Искусственная кожа	Текстиль	Unknown	Текстиль	Полиуретан	Unknown	Молния/Шнурки	35	60	7	Муж.
Rieker	9950	9950	Черный	Кроссовки	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль с мембраной	Unknown	Текстиль	Резина	Unknown	Молния/Шнурки	40	90	7	Муж.
Thomas Munz	8999	14999	Черный	Кроссовки высокие	Зима	Осень-Зима 2024-2025	Кожа из спилка	Натуральная шерсть	Unknown	Натуральная шерсть	ТЭП	Нет	Молния/Шнурки	35	100	6	Муж.
Thomas Munz	5099	16999	Черный	Кеды	Весна-осень	Осень-Зима 2024-2025	Натуральная кожа	Текстиль	Unknown	Шевро	Резина	Нет	Молния/Шнурки	30	110	6	Муж.
